Type article_encoded,Mois,Année,Horizon,Code article_encoded,Code Fournisseur_encoded,Jour,Article_Fournisseur,Quantité_Predite_CB,Quantité_Réelle,Erreur_Absolue,Date commande,Type article
2,2,2023,7,3097,36,15,Stop pin2803987-0000           - Société Gharbi,1.6645199120900869,1.0,0.6645199120900869,2023-02-15,Matériel
2,12,2022,7,436,501,5,lampe UV 15w                   - Société Saber,2.9685853406012357,2.0000000000000004,0.9685853406012352,2022-12-05,Matériel
2,10,2024,7,216,27,3,Ligne Compact Flex 9000        - Société Ben salhi,1.0800669529937696,1.0,0.08006695299376965,2024-10-03,Matériel
2,2,2023,7,2804,81,7,1569518-0000 RV                - Société Belhadj,2.4550314027853273,1.0,1.4550314027853273,2023-02-07,Matériel
4,4,2023,7,2983,36,18,VER D.A 90450-0504/90603-5942  - Société Gharbi,1.6637526466744599,1.0,0.6637526466744599,2023-04-18,Produit matière première
2,6,2022,7,2944,81,20,COUTEAU 1348966-0000           - Société Belhadj,1.7017776737502937,2.0000000000000004,0.2982223262497068,2022-06-20,Matériel
2,2,2023,7,2584,81,8,SHIFT 2523268-0000             - Société Belhadj,1.709691420378212,1.0,0.7096914203782121,2023-02-08,Matériel
6,1,2023,7,2036,81,23,KIT BARDIANI YQL/T             - Société Belhadj,1.8273883457617996,2.0000000000000004,0.1726116542382008,2023-01-23,Service
2,2,2023,7,2843,81,9,O-RING 315202-0105 RV          - Société Belhadj,2.826255512449702,2.0000000000000004,0.8262555124497015,2023-02-09,Matériel
6,2,2022,7,475,37,16,transfert boucharay            - Société Ayad,2.140037702088476,16.999999999999996,14.85996229791152,2022-02-16,Service
2,5,2024,7,3898,36,24,"Accoup, BK5 24.00x28.00mm      - Société Gharbi",2.669008587386729,1.0,1.6690085873867289,2024-05-24,Matériel
6,11,2023,7,261,27,29,Mise en conformité du labo     - Société Ben salhi,1.0449799419044976,1.0,0.04497994190449761,2023-11-29,Service
6,12,2022,7,436,253,26,Rebobinnage moto-réducteur SEW - Société Mayssa,1.2367106998529507,1.0,0.23671069985295068,2022-12-26,Service
6,12,2022,7,438,24,16,Audit Stage 1 ISO50001:2018    - Société Khalifa,0.9497978966210177,1.0,0.05020210337898234,2022-12-16,Service
6,4,2023,7,437,128,4,FLOTTE AUTOMOBILES 2023        - Société Ben moussa,1.397304276383768,1.0,0.397304276383768,2023-04-04,Service
2,1,2023,7,2936,36,20,JOINT 315202-0267/351523-0267  - Société Gharbi,1.2598561088447329,2.0000000000000004,0.7401438911552676,2023-01-20,Matériel
3,3,2022,60,636,56,29,FILM ETIRABLE TRANSMANUEL L:50 - Société Ayari,2.0463387598047134,2.0000000000000004,0.046338759804712915,2022-03-29,Produit emballage
2,2,2023,7,1385,36,8,VIS TH INOX M5*20              - Société Gharbi,2.1594502038548424,2.0000000000000004,0.159450203854842,2023-02-08,Matériel
0,5,2022,30,457,24,23,enseignes 50*30cm              - Société Khalifa,5.0524933478908425,14.999999999999998,9.947506652109155,2022-05-23,Fourniture de bureau
6,2,2022,7,488,327,8,Entretien 3 TGBT               - Société Amor,1.3143434755407206,1.0,0.3143434755407206,2022-02-08,Service
2,4,2023,7,3435,36,18,porte fusible 90600-4650       - Société Gharbi,1.8326676620685576,3.999999999999999,2.1673323379314415,2023-04-18,Matériel
0,2,2022,30,744,76,23,STABILO (MARQUEUR FLUO)        - Société Sassi,4.154690496627772,3.999999999999999,0.15469049662777312,2022-02-23,Fourniture de bureau
2,6,2023,7,2785,49,16,CARRIER RULER1255457-0000      - Société Riahi,2.0735160092113936,1.0,1.0735160092113936,2023-06-16,Matériel
4,5,2023,7,834,66,18,Sol du conductvimètre 1413mS   - Société Mansour,2.134048545435735,3.999999999999999,1.865951454564264,2023-05-18,Produit matière première
2,11,2023,7,439,190,24,resistance compression         - Société Zidi,1.4898487237773606,1.0,0.48984872377736055,2023-11-24,Matériel
6,8,2022,7,435,328,23,Transport Déchet STEP 7/2022   - Société Hamza,1.3183498777875275,2.0000000000000004,0.6816501222124729,2022-08-23,Service
6,12,2022,7,446,67,22,CLN - AGBA                     - Société Nasri,3.1192691739810847,2.0000000000000004,1.1192691739810843,2022-12-22,Service
2,11,2022,7,436,247,21,Compresseur fiac 1.5 kw        - Société Selmi,1.7697219243203066,1.0,0.7697219243203066,2022-11-21,Matériel
6,8,2022,7,436,505,29,main d&#039;oeuvre             - Société Ayachi,1.2520889152170755,1.0,0.25208891521707555,2022-08-29,Service
2,2,2023,7,2667,36,15,ROTULED'ARTICULATION90115-0103 - Société Gharbi,2.4487419097061767,2.0000000000000004,0.4487419097061762,2023-02-15,Matériel
1,5,2022,60,402,143,9,TENUES BLANCHES 52             - Société Saleh,4.786406663861101,2.0000000000000004,2.7864066638611003,2022-05-09,Habillement
2,3,2022,7,1328,85,7,ROULEMENT SKF 6200 2RS1 inox   - Société Taieb,9.041677259347141,10.000000000000002,0.9583227406528607,2022-03-07,Matériel
2,7,2024,7,3974,0,1,Spindle 3505779-0000           - Société Lamia,0.9933606745658021,1.0,0.006639325434197874,2024-07-01,Matériel
2,2,2023,7,3014,36,15,SHAFT1317362-0000              - Société Gharbi,3.686745640492606,5.999999999999999,2.3132543595073933,2023-02-15,Matériel
2,6,2022,7,3274,36,10,ANN O-RING7.3X2.4mm315204-0206 - Société Gharbi,2.113725837516265,2.0000000000000004,0.11372583751626442,2022-06-10,Matériel
6,5,2024,7,439,8,27,Analyses en H+                 - Société Ben labher,4.739614267429765,11.0,6.260385732570235,2024-05-27,Service
6,11,2023,7,436,25,29,rebobinnage moteur electrique  - Société Cherif,1.2675202910539678,1.0,0.2675202910539678,2023-11-29,Service
2,2,2023,7,1473,448,22,ECROU GALVANISE TH M16         - Société Ben habiba,2.4062105467891035,2.0000000000000004,0.40621054678910307,2023-02-22,Matériel
2,12,2022,7,2782,36,29,CAOUTCHOUC1110083-0002         - Société Gharbi,1.9271576020684922,2.0000000000000004,0.07284239793150826,2022-12-29,Matériel
6,10,2024,7,439,25,29,Analyse concentrat             - Société Cherif,1.2973809159058853,1.0,0.29738091590588533,2024-10-29,Service
6,1,2023,7,436,44,17,reparation tete cardon         - Société Ammar,0.9806923359108055,1.0,0.019307664089194487,2023-01-17,Service
2,2,2023,7,3769,81,25,"Elbow, 6 mm ?"" 90030-0171      - Société Belhadj",1.7645195846277364,2.0000000000000004,0.23548041537226405,2023-02-25,Matériel
6,2,2023,7,451,21,10,MS FIBRE 50 MBPS +TT           - Société Ben naser,2.4682835618144634,1.0,1.4682835618144634,2023-02-10,Service
2,2,2023,7,3050,36,15,SNAP  RING  B1690141-0022 RV   - Société Gharbi,2.263048887642324,3.999999999999999,1.736951112357675,2023-02-15,Matériel
7,5,2022,30,1520,36,24,CHARGE AZOTE                   - Société Gharbi,2.5967140747895683,12.0,9.403285925210431,2022-05-24,Énergie/Carburant
2,9,2024,7,517,33,17,BROSSE DE TOILETTE             - Société Nasr,2.2390525535199037,2.0000000000000004,0.2390525535199033,2024-09-17,Matériel
2,5,2022,7,2932,81,4,SAFETY RELAY JOKAB             - Société Belhadj,1.8214741238200265,1.0,0.8214741238200265,2022-05-04,Matériel
2,3,2023,7,2561,81,16,GASKET 90207-0365              - Société Belhadj,1.5901701349734152,1.0,0.5901701349734152,2023-03-16,Matériel
6,1,2022,7,481,32,24,ABIDI Med Forfait Aout 2021    - Société Maher,1.0825423165263794,1.0,0.08254231652637944,2022-01-24,Service
6,12,2024,7,447,26,11,Commission omra 2024           - Société Ben Mabrouk,2.8378944409412323,1.0,1.8378944409412323,2024-12-11,Service
2,4,2023,7,439,8,14,Acidimetre                     - Société Ben labher,2.27632279371175,2.0000000000000004,0.2763227937117496,2023-04-14,Matériel
2,8,2022,7,456,237,30,disques pour tendeuse vertical - Société Houssem,2.9237815422889972,3.0,0.07621845771100277,2022-08-30,Matériel
2,11,2022,7,1264,158,17,RACCORD RAPIDE COUDEDIA 8      - Société Chtioui,3.462612409332956,2.0000000000000004,1.4626124093329556,2022-11-17,Matériel
7,2,2024,30,429,26,6,Carburants                     - Société Ben Mabrouk,9.757492290527672,12.0,2.242507709472328,2024-02-06,Énergie/Carburant
2,12,2022,7,2513,234,7,Amortisseur AV Bus toyota      - Société Rached,2.37831619717071,2.0000000000000004,0.3783161971707094,2022-12-07,Matériel
2,8,2023,7,456,25,10,douille 3/4x36                 - Société Cherif,1.717393768158289,2.0000000000000004,0.2826062318417115,2023-08-10,Matériel
2,6,2023,7,2024,164,7,conductivity18-BTXJ 90520-0533 - Société Mahjoubi,2.3177125571252333,1.0,1.3177125571252333,2023-06-07,Matériel
2,11,2022,7,142,502,11,support mural en inox          - Société Saoudi,2.189434654513252,3.999999999999999,1.8105653454867472,2022-11-11,Matériel
2,1,2023,7,2054,81,23,PLATE 6-4722245501 RV          - Société Belhadj,4.745412757285216,3.0,1.7454127572852158,2023-01-23,Matériel
2,1,2023,7,3409,36,17,BAGUE 1346890-0000             - Société Gharbi,2.2269722052827152,5.999999999999999,3.773027794717284,2023-01-17,Matériel
2,2,2023,7,3161,36,15,JOINT   54.5X3927422-0009      - Société Gharbi,1.8240488076331394,1.0,0.8240488076331394,2023-02-15,Matériel
2,12,2024,7,2137,36,13,KIT  6-31801121906 RV          - Société Gharbi,2.9536157791013395,3.999999999999999,1.0463842208986596,2024-12-13,Matériel
6,4,2024,7,442,8,26,Formation                      - Société Ben labher,1.9039109544881199,1.0,0.9039109544881199,2024-04-26,Service
6,12,2022,7,444,423,12,2éme action GMS star wars      - Société Yassir,1.6836743382425707,1.0,0.6836743382425707,2022-12-12,Service
2,11,2023,7,1461,36,28,JIONT FIBRE 20                 - Société Gharbi,2.843471237795851,10.000000000000002,7.15652876220415,2023-11-28,Matériel
0,5,2022,30,736,76,23,CORRECTEUR BLANCO              - Société Sassi,4.017196825196986,12.0,7.982803174803014,2022-05-23,Fourniture de bureau
2,2,2023,7,3806,36,15,Bal bearing.10x26x8m90603-2358 - Société Gharbi,2.1003533499864835,1.0,1.1003533499864835,2023-02-15,Matériel
6,4,2023,7,438,216,20,curage & nettoyage regard STEP - Société Triki,1.8204155902439525,1.0,0.8204155902439525,2023-04-20,Service
2,2,2023,7,2700,81,28,FILTRE/900-05-BK90277-0045 RV  - Société Belhadj,2.325082361674761,2.0000000000000004,0.32508236167476046,2023-02-28,Matériel
4,2,2023,7,436,24,10,silicone                       - Société Khalifa,1.7034157620111126,2.0000000000000004,0.2965842379888879,2023-02-10,Produit matière première
6,8,2024,7,445,25,15,Transport CLN-Slimen           - Société Cherif,1.2838474052237667,1.0,0.2838474052237667,2024-08-15,Service
2,8,2022,7,3371,36,10,O-RING 13.3 X 2.4SILICONE      - Société Gharbi,1.668470884337788,10.000000000000002,8.331529115662214,2022-08-10,Matériel
2,2,2023,7,2783,36,20,COURROIE1144783-0000           - Société Gharbi,1.9782422779941164,2.0000000000000004,0.021757722005883995,2023-02-20,Matériel
2,6,2022,7,3268,36,30,DOUILLE  90459-0805            - Société Gharbi,2.3049216122330503,1.0,1.3049216122330503,2022-06-30,Matériel
2,6,2023,7,2006,247,1,JOINT VITON SMS RACC INOX      - Société Selmi,2.257702462098321,2.0000000000000004,0.2577024620983206,2023-06-01,Matériel
6,11,2022,7,435,328,17,Transport Déchet               - Société Hamza,1.3269728362238018,1.0,0.3269728362238018,2022-11-17,Service
2,5,2022,7,253,219,9,Melangeur eau vapeur inox      - Société Marzougui,1.2972697491795104,1.0,0.29726974917951043,2022-05-09,Matériel
2,9,2022,7,1479,36,28,TIRE FOND 6*40                 - Société Gharbi,2.224663290719442,2.0000000000000004,0.22466329071944147,2022-09-28,Matériel
2,9,2022,7,1611,263,29,PRESSE ETOUPE  00001047        - Société Ismail,3.7320296200631704,5.0,1.2679703799368296,2022-09-29,Matériel
2,12,2023,7,2985,36,26,TURNING HANDLE90237-0175       - Société Gharbi,1.8359028900375067,2.0000000000000004,0.16409710996249371,2023-12-26,Matériel
2,9,2022,7,2553,276,9,PNEU 195x50x15                 - Société Salim,2.356161797277834,2.0000000000000004,0.3561617972778337,2022-09-09,Matériel
7,8,2022,30,429,44,29,SUPER SP                       - Société Ammar,0.07637153837133184,0.0014900000000000002,0.07488153837133184,2022-08-29,Énergie/Carburant
2,9,2024,7,216,27,2,Ligne Compact Flex 9000        - Société Ben salhi,1.306344357423848,1.0,0.306344357423848,2024-09-02,Matériel
5,2,2022,60,592,33,28,JAVEL 30% VRAC                 - Société Nasr,1.968532243481941,2.0000000000000004,0.03146775651805944,2022-02-28,Produit nettoyage
2,8,2022,7,1624,263,12,ELEMENT DEFILTRE R28 P7.34     - Société Ismail,3.190088714242247,2.0000000000000004,1.1900887142422465,2022-08-12,Matériel
2,12,2023,7,2139,36,26,KIT  6-9611924008 RV           - Société Gharbi,2.5863721894258935,3.0,0.41362781057410647,2023-12-26,Matériel
2,6,2024,7,907,36,26,tuyau eau chaude résiste+120°C - Société Gharbi,2.4628329132178344,12.5,10.037167086782166,2024-06-26,Matériel
7,2,2024,30,429,26,6,Carburants                     - Société Ben Mabrouk,9.757492290527672,12.0,2.242507709472328,2024-02-06,Énergie/Carburant
2,6,2024,7,3911,36,6,SPACER  1334328-0000           - Société Gharbi,2.6365534127556707,1.0,1.6365534127556707,2024-06-06,Matériel
2,6,2022,7,2782,81,20,CAOUTCHOUC1110083-0002         - Société Belhadj,1.9302932999179858,2.0000000000000004,0.06970670008201463,2022-06-20,Matériel
6,11,2022,7,438,39,9,réparation moteur chariot CAT  - Société Hamzaoui,1.3192051776432185,1.0,0.31920517764321854,2022-11-09,Service
2,10,2022,7,1187,36,14,DISJONCDIFFERENTIEL 4*15A 30mA - Société Gharbi,2.9094746659888346,3.999999999999999,1.0905253340111645,2022-10-14,Matériel
6,3,2022,7,448,32,17,Fact Divers N17/2022           - Société Maher,1.390611284291459,1.0,0.3906112842914591,2022-03-17,Service
2,2,2022,7,1513,191,8,COLIER PVC DIA 160             - Société Khalil,2.5292130268453548,3.0,0.47078697315464524,2022-02-08,Matériel
2,8,2022,7,1340,124,23,ROULSKF 6209.ZZ/C3             - Société Ahlem,3.1372213071317567,2.0000000000000004,1.1372213071317563,2022-08-23,Matériel
2,4,2023,7,1774,36,28,JOINT DE COUVERCLEREPERE 36    - Société Gharbi,2.416780624408659,3.0,0.5832193755913408,2023-04-28,Matériel
2,4,2023,7,2860,36,18,VOLUME BOLGE1035828-0000       - Société Gharbi,1.9825893689566314,2.0000000000000004,0.01741063104336904,2023-04-18,Matériel
2,11,2022,7,436,505,16,Pompe jet inox 132M            - Société Ayachi,1.8981071168844164,1.0,0.8981071168844164,2022-11-16,Matériel
2,9,2022,7,1040,36,30,JOINT DIN 25 ARME VAP DIA 2 mm - Société Gharbi,2.412470198105911,2.0000000000000004,0.4124701981059107,2022-09-30,Matériel
2,2,2023,7,3687,81,24,"TE10X,Screw,M10x30 312105-0495 - Société Belhadj",2.847788605607195,8.000000000000002,5.152211394392807,2023-02-24,Matériel
6,5,2023,7,442,9,15,Formation Secourisme niveau 2  - Société Ben belhaj,3.3690034131370714,2.0000000000000004,1.369003413137071,2023-05-15,Service
4,5,2023,7,459,7,11,électrolytes HANNA             - Société Ben benour,1.6522954921474127,2.0000000000000004,0.3477045078525878,2023-05-11,Produit matière première
2,8,2022,7,1687,50,31,Galet de came avec axe Ø19     - Société Rabhi,2.51575977188428,3.999999999999999,1.484240228115719,2022-08-31,Matériel
2,12,2023,7,2829,36,25,O-RING 315204-0324 RV          - Société Gharbi,2.5715228041058915,3.0,0.4284771958941085,2023-12-25,Matériel
6,8,2023,7,451,60,21,2023060004185782               - Société Ashour,1.1667272399454207,1.0,0.1667272399454207,2023-08-21,Service
6,6,2022,7,456,355,3,PRINT DESING                   - Société Khlifi,0.9969372684381295,1.0,0.0030627315618705353,2022-06-03,Service
6,2,2023,7,436,25,17,Maintenance préventive 8K BacT - Société Cherif,1.3441968068862766,1.0,0.34419680688627663,2023-02-17,Service
2,5,2022,7,3591,81,4,CONNECTION STR. 4 342752-0104  - Société Belhadj,1.7657783823675586,2.0000000000000004,0.23422161763244187,2022-05-04,Matériel
6,11,2022,7,448,32,16,Fact N° 02/2022                - Société Maher,1.217303320145993,1.0,0.21730332014599307,2022-11-16,Service
6,3,2024,7,437,5,4,FLOTTE AUTOMOBILES 2024        - Société Ben said,1.0513626379330576,1.0,0.05136263793305762,2024-03-04,Service
2,9,2022,7,4157,36,9,Solénoïde valve  90600-6016    - Société Gharbi,2.114292298585154,1.0,1.1142922985851542,2022-09-09,Matériel
2,5,2023,7,1788,36,23, S25-0400-50 -2810-PA          - Société Gharbi,2.2981484994257273,2.0000000000000004,0.29814849942572685,2023-05-23,Matériel
6,1,2022,7,475,37,12,TRANSFERT MORNAGUIA-SOTUBI     - Société Ayad,2.226399664190132,1.0,1.226399664190132,2022-01-12,Service
2,7,2024,7,3965,0,1,Folding Flap 2813728-0001      - Société Lamia,0.9933606745658021,1.0,0.006639325434197874,2024-07-01,Matériel
6,10,2022,7,456,125,10,instalation ferme porte        - Société Makhlouf,1.466010565891604,3.999999999999999,2.533989434108395,2022-10-10,Service
2,5,2022,7,3585,81,4, QUICK COUPLING 90459-1427     - Société Belhadj,1.7657783823675586,2.0000000000000004,0.23422161763244187,2022-05-04,Matériel
2,2,2023,7,2572,36,15,"GASKETS 73,9*80,9*3,7          - Société Gharbi",1.4725046482916717,1.0,0.4725046482916717,2023-02-15,Matériel
2,6,2024,7,2379,36,13,Base plate (support leg)       - Société Gharbi,1.9205184966965474,3.0,1.0794815033034526,2024-06-13,Matériel
6,11,2022,7,448,32,16,Fact N°01/2022                 - Société Maher,1.217303320145993,1.0,0.21730332014599307,2022-11-16,Service
2,12,2022,7,1043,36,13,JOINT DIN 40 ARME VAP DIA 2 mm - Société Gharbi,3.5461874701469416,5.0,1.4538125298530584,2022-12-13,Matériel
6,10,2024,7,434,14,10,Réparation Palette             - Société Ben laabidi,1.3053166093500597,2.0000000000000004,0.6946833906499408,2024-10-10,Service
2,1,2024,7,456,18,25,tube PVC 160                   - Société Ben rami,4.526304341394856,10.000000000000002,5.473695658605146,2024-01-25,Matériel
3,5,2022,60,710,33,30,Emballage Delisso100ml Fraise  - Société Nasr,1.9586699482335326,2.0000000000000004,0.04133005176646787,2022-05-30,Produit emballage
2,5,2023,7,954,36,10,COUDE PE BARGATAIRE 90°DIA  63 - Société Gharbi,2.8667398052298996,2.0000000000000004,0.8667398052298991,2023-05-10,Matériel
2,2,2023,7,2841,36,15,GARNITURE 927422-0006 RV       - Société Gharbi,2.837691318790539,2.0000000000000004,0.8376913187905384,2023-02-15,Matériel
2,10,2024,7,2205,36,15,VANNE    90503-1596            - Société Gharbi,2.0010147671542757,1.0,1.0010147671542757,2024-10-15,Matériel
0,2,2022,30,561,76,23,MARQUEUR NOIR                  - Société Sassi,2.8616953800988343,2.0000000000000004,0.8616953800988338,2022-02-23,Fourniture de bureau
6,10,2024,7,438,18,16,REPARATION AUTOLAVEUSE AS510B  - Société Ben rami,1.5288438385891245,1.0,0.5288438385891245,2024-10-16,Service
6,6,2022,7,435,328,21,frais depotoire                - Société Hamza,1.2883316185734666,1.0,0.28833161857346656,2022-06-21,Service
2,10,2022,7,2680,36,18,flexible spiral 90152-0016     - Société Gharbi,2.571077576437914,0.5,2.071077576437914,2022-10-18,Matériel
3,3,2023,60,695,49,31,EMB. DELICE 1/2 ECREMÉ 01 LT   - Société Riahi,2.144871135833525,2.0000000000000004,0.14487113583352462,2023-03-31,Produit emballage
2,12,2023,7,2227,36,25,EPDM 6-3180156271/90526-4691   - Société Gharbi,2.6722337636833986,5.999999999999999,3.3277662363166005,2023-12-25,Matériel
6,2,2023,7,436,24,1, réparation et retouche        - Société Khalifa,1.9281069817139018,1.0,0.9281069817139018,2023-02-01,Service
2,10,2024,7,3996,36,15,Template for Volume            - Société Gharbi,2.173198712245565,1.0,1.173198712245565,2024-10-15,Matériel
4,8,2022,7,436,501,29,peinture routier jaune         - Société Saber,2.8007732185042498,2.0000000000000004,0.8007732185042493,2022-08-29,Produit matière première
2,9,2022,7,2815,81,15,2559986-0000                   - Société Belhadj,2.160133598922976,1.0,1.1601335989229762,2022-09-15,Matériel
6,7,2024,7,438,2,18,Etude et prestation de service - Société Ben lamine,1.0119203955976541,1.0,0.011920395597654121,2024-07-18,Service
2,4,2022,7,1705,286,20,VENTOUSE POT 21000096          - Société Adel,2.1112376993239876,3.999999999999999,1.8887623006760115,2022-04-20,Matériel
2,2,2023,7,3065,36,15,1285005-0000                   - Société Gharbi,2.2045270256073723,2.0000000000000004,0.2045270256073719,2023-02-15,Matériel
0,1,2023,30,732,32,9,CAHIER REGISTRE 400 PAGES      - Société Maher,2.3957747763437687,3.999999999999999,1.6042252236562304,2023-01-09,Fourniture de bureau
2,3,2022,7,473,217,3,panneaux pvc 0.5*0.6           - Société Yahyaoui,2.7956458988612427,2.0000000000000004,0.7956458988612423,2022-03-03,Matériel
2,2,2023,7,3076,81,9,JOINT927422-0007               - Société Belhadj,1.6872662305018564,1.0,0.6872662305018564,2023-02-09,Matériel
6,2,2022,7,486,25,8,Détartrage mécanique condenseu - Société Cherif,1.2808727274079805,1.0,0.2808727274079805,2022-02-08,Service
2,2,2022,7,497,25,7,fer plat inox larg=30mm epais2 - Société Cherif,2.3753407532334765,2.0000000000000004,0.37534075323347604,2022-02-07,Matériel
2,2,2023,7,3032,36,15,BUSHING   1478928-0000RV       - Société Gharbi,2.2689168940345126,3.999999999999999,1.7310831059654865,2023-02-15,Matériel
6,8,2022,7,427,386,18,       ENTRETIEN ET REPARATION - Société Zitouni,1.2494356277456284,1.0,0.24943562774562844,2022-08-18,Service
2,10,2022,7,3348,81,27,chaine convayeur 3264755-0101  - Société Belhadj,2.365466739776534,2.0000000000000004,0.36546673977653343,2022-10-27,Matériel
2,9,2023,7,1921,36,19,Accouplement complet 125type B - Société Gharbi,2.62463854842989,2.0000000000000004,0.6246385484298895,2023-09-19,Matériel
6,3,2022,7,484,63,7,répartion aérateurs submersibl - Société Abdallah,1.5198499819288598,2.0000000000000004,0.48015001807114066,2022-03-07,Service
6,2,2023,7,431,505,1,Consommation                   - Société Ayachi,4.202339404234468,2.0000000000000004,2.202339404234468,2023-02-01,Service
2,3,2023,7,459,24,17,raclette doubel lame 600mm     - Société Khalifa,3.147145356576874,1.0,2.147145356576874,2023-03-17,Matériel
6,2,2022,7,495,149,21,confection flexible DN8 L3m    - Société Zarrouk,2.5702796460655883,2.0000000000000004,0.5702796460655879,2022-02-21,Service
6,3,2023,7,436,25,15,Reparation et soudure citerne  - Société Cherif,1.4708578807710673,1.0,0.47085788077106727,2023-03-15,Service
2,3,2023,7,2617,81,4,COURROIE T10 - 1348537-0000    - Société Belhadj,1.9135252755850343,1.0,0.9135252755850343,2023-03-04,Matériel
6,1,2022,7,481,32,24,Ayedi Wahiba Restau            - Société Maher,1.0825423165263794,1.0,0.08254231652637944,2022-01-24,Service
2,2,2023,7,2637,81,7,JOINT DE PISTON90091-0428 RV   - Société Belhadj,2.9480176559032376,3.999999999999999,1.0519823440967615,2023-02-07,Matériel
2,9,2022,7,1700,50,19,Détect.optique M18 IFM OGH-312 - Société Rabhi,2.581570594820628,2.0000000000000004,0.5815705948206276,2022-09-19,Matériel
2,2,2022,7,3145,81,11,ROUL17X35X10mm321308-0203      - Société Belhadj,2.0268241464172183,1.0,1.0268241464172183,2022-02-11,Matériel
2,2,2023,7,1514,36,15,Colier clamp DIA 90            - Société Gharbi,2.901371700073488,3.999999999999999,1.098628299926511,2023-02-15,Matériel
2,3,2023,7,2474,36,2,Joint d'étanch 332607/BN 1-6 L - Société Gharbi,2.1538338379694593,5.999999999999999,3.84616616203054,2023-03-02,Matériel
2,1,2023,7,761,0,30,Butyromètres à  beurre       / - Société Lamia,2.3323774640522186,1.0,1.3323774640522186,2023-01-30,Matériel
2,12,2022,7,4085,36,29,Servo moteur 90601-5151        - Société Gharbi,1.5594702292886828,1.0,0.5594702292886828,2022-12-29,Matériel
2,12,2022,7,1027,263,21,JOINT TORIQUE R3 P7.26A2172334 - Société Ismail,3.8922519161019116,2.0000000000000004,1.8922519161019111,2022-12-21,Matériel
2,2,2023,7,3568,36,20,Safety sensor ADAM 90606-4580  - Société Gharbi,2.1027638907085833,2.0000000000000004,0.10276389070858283,2023-02-20,Matériel
4,8,2022,7,446,67,25,LAIT                           - Société Nasri,3.5416111259900216,2.0000000000000004,1.5416111259900211,2022-08-25,Produit matière première
2,2,2023,7,3736,81,9,Ball bearing 344227-0206       - Société Belhadj,1.8583214892688948,1.0,0.8583214892688948,2023-02-09,Matériel
7,11,2023,30,429,14,29,Carburants                     - Société Ben laabidi,1.4134935870910894,2.0000000000000004,0.586506412908911,2023-11-29,Énergie/Carburant
2,8,2022,7,1983,164,25,SONDE DE TEMPERATURE TMR31     - Société Mahjoubi,2.9094695493801157,1.0,1.9094695493801157,2022-08-25,Matériel
2,2,2023,7,2659,36,15,JOINT  90091-0361 RV           - Société Gharbi,2.4487419097061767,3.999999999999999,1.5512580902938224,2023-02-15,Matériel
6,8,2022,7,452,32,19,Fact N° 22001559               - Société Maher,1.029668946020791,1.0,0.029668946020791065,2022-08-19,Service
2,12,2023,7,3890,36,26,FLEXIBLE  2559977-0000         - Société Gharbi,1.9476199927476574,3.999999999999999,2.0523800072523417,2023-12-26,Matériel
2,11,2022,7,1163,100,17,Tube néon led                  - Société Snoussi,2.7087590374912507,2.0000000000000004,0.7087590374912502,2022-11-17,Matériel
6,1,2024,7,438,488,26,Frais de transport             - Société Ben amara,3.4589214387180185,1.0,2.4589214387180185,2024-01-26,Service
2,6,2022,7,3166,36,30,SWITCH  90459-4850             - Société Gharbi,1.8683522736062859,1.0,0.8683522736062859,2022-06-30,Matériel
2,1,2022,7,2961,36,28,CIRCLIPS 315755-0105           - Société Gharbi,1.914929282893048,8.000000000000002,6.085070717106953,2022-01-28,Matériel
2,9,2022,7,3239,36,2,RESSORT  1497118-0000          - Société Gharbi,2.3398361449312706,2.0000000000000004,0.3398361449312701,2022-09-02,Matériel
2,2,2023,7,3715,81,28,"Timing belt,AT10/50m90610-5703 - Société Belhadj",2.2750001555891273,3.999999999999999,1.7249998444108718,2023-02-28,Matériel
2,1,2023,7,2073,81,23,KIT  6-9611920008 RV           - Société Belhadj,3.0157856140822137,11.0,7.984214385917786,2023-01-23,Matériel
6,1,2023,7,451,60,25,Fact N° 2022030001174200       - Société Ashour,1.027029068281101,1.0,0.027029068281100965,2023-01-25,Service
1,10,2023,60,530,33,3,TABLIER VISITEURS              - Société Nasr,2.235319564459096,2.0000000000000004,0.23531956445909552,2023-10-03,Habillement
2,2,2023,7,3253,81,27,HOSE CLIP 6-10 mm 90132-0021   - Société Belhadj,2.734841411500845,2.0000000000000004,0.7348414115008444,2023-02-27,Matériel
2,1,2023,7,1858,36,31,Capteur namur                  - Société Gharbi,2.0044921622165215,1.0,1.0044921622165215,2023-01-31,Matériel
2,2,2023,7,4054,81,25,"WASHER,PL.RND.CU.  315234-0110 - Société Belhadj",1.6443594551152918,1.0,0.6443594551152918,2023-02-25,Matériel
2,4,2023,7,2052,36,18,ELECTROVANNE 6-4722501601      - Société Gharbi,2.9932473442935565,2.0000000000000004,0.9932473442935561,2023-04-18,Matériel
0,9,2023,30,432,181,11,toner 150A                     - Société Khadraoui,2.3338502412071054,2.0000000000000004,0.33385024120710494,2023-09-11,Fourniture de bureau
2,9,2022,7,2098,81,15,Gasket6-4722754901             - Société Belhadj,2.0494839687978916,1.0,1.0494839687978916,2022-09-15,Matériel
6,1,2023,7,446,67,25,Transports sur Ventes          - Société Nasri,2.1473748433485813,1.0,1.1473748433485813,2023-01-25,Service
