N°commande,Code article,Article ,Type article,Quantité,UM,Date commande,Date réception,conformité,Code Fournisseur,Nom Fournisseur,adresse,Coût unitaire,Taux de conformité (%),Nombre de commandes,Respect_délais,Taux de Respect (%),Score,Catégorie,Mois,Année
22000610,HSCLN0011                ,Réparation variateur stork    ,Service,1.0,PI,2022-10-18,2022-10-28,1,5007001,Société Najjar,Kasserine,3520000.0,100.0,10,1,90.0,6.701180927010741,Moyen,10,2022
22000611,HSCLN0029                ,FRAIS DE PORT EA MOYEN        ,Service,1.0,PI,2022-10-18,2022-10-21,1,5006608,Société Hajri,Monastir,1750263.0,100.0,39,1,97.43589743589743,6.9276814651951115,Moyen,10,2022
22000769,HSCLN0008                ,Transport Déchet step mois 9  ,Service,1.0,PI,2022-12-30,2023-01-20,1,5007311,Société Hamza,Bizerte,35000.0,100.0,75,1,94.66666666666667,6.848909832442668,Moyen,12,2022
22000770,HSCLN0012                ,Analyses lait UHT A1          ,Service,1.0,PI,2022-12-30,2023-01-03,1,5005839,Société Belhadj,Siliana,5500000.0,99.96903065964695,3229,1,99.84515329823475,7.375254054880456,Moyen,12,2022
22000771,HSCLN0009                , PROTEGE ACIER                ,Produit matière première,10.0,PI,2022-12-30,2023-01-20,1,5007377,Société Belaid,Sfax,32000.0,100.0,22,1,95.45454545454545,6.866295651107286,Moyen,12,2022
22000772,HSCLN0019                ,Transports lait poudre        ,Service,1.0,PI,2022-12-30,2023-01-20,1,5007419,Société Chaibi,Manouba,900000.0,100.0,4,1,100.0,7.000474365751385,Moyen,12,2022
22000773,HSCLN0007                ,Réparation Palette            ,Service,1.0,PI,2022-12-30,2023-01-20,1,5007369,Société Allah,Bizerte,10420500.0,100.0,43,1,97.67441860465115,6.935308293033948,Moyen,12,2022
22000774,HSCLN0021                ,Fact N° 07/2022               ,Service,1.0,PI,2022-12-30,2023-01-20,1,5007553,Société Mehdi,Jendouba,2500000.0,100.0,40,1,100.0,7.004722235316016,Moyen,12,2022
22000774,HSCLN0021                ,Fact N° 8/2022                ,Service,1.0,PI,2022-12-30,2023-01-20,1,5007553,Société Mehdi,Gabès,378000.0,100.0,40,1,100.0,7.00472672630763,Moyen,12,2022
22000774,HSCLN0021                ,Fact N°09/2022                ,Service,1.0,PI,2022-12-30,2023-01-20,1,5007553,Société Mehdi,Tunis,670000.0,100.0,40,1,100.0,7.0047244203865064,Moyen,12,2022
22000775,HSCLN0025                ,Fact N° 22002752              ,Service,1.0,PI,2022-12-30,2023-01-20,1,5005807,Société Hamida,Gafsa,53850000.0,100.0,44,1,100.0,7.005193615988173,Moyen,12,2022
22000776,HSCLN0015                ,Formation TFP et BPF          ,Service,2.0,PI,2022-12-30,2023-01-20,1,5007481,Société Bennour,Bizerte,300000.0,100.0,31,1,96.7741935483871,6.906891585466218,Moyen,12,2022
22000776,HSCLN0015                ,Formation TFP et BPF          ,Service,2.0,PI,2022-12-30,2023-01-20,1,5007481,Société Bennour,Sfax,300000.0,100.0,31,1,96.7741935483871,6.906891585466218,Moyen,12,2022
22000776,HSCLN0015                ,Formation prise de parole     ,Service,2.0,PI,2022-12-30,2023-01-20,1,5007481,Société Bennour,Jendouba,472500.0,100.0,31,1,96.7741935483871,6.906889151617047,Moyen,12,2022
22000776,HSCLN0015                ,Ingénierie de la formation    ,Service,1.0,PI,2022-12-30,2023-01-20,1,5007481,Société Bennour,Zaghouan,1050000.0,100.0,31,1,96.7741935483871,6.906886823581864,Moyen,12,2022
22000777,HSCLN0015                ,Réflexion  et développement   ,Service,4.0,PI,2022-12-30,2023-01-20,1,5007481,Société Bennour,Tataouine,3400000.0,100.0,31,1,96.7741935483871,6.906885507056893,Moyen,12,2022
22000778,HSCLN0007                ,Réparation Palette            ,Service,1.0,PI,2022-12-30,2023-01-20,1,5007369,Société Allah,Tataouine,16110000.0,100.0,43,1,97.67441860465115,6.935308225251083,Moyen,12,2022
22000779,HSCLN0008                ,frais depotoire               ,Service,1.0,PI,2022-12-30,2023-01-20,1,5007311,Société Hamza,Kairouan,246747.0,100.0,75,1,94.66666666666667,6.848860796653637,Moyen,12,2022
22000780,HSCLN0020                ,Billet d'avion Imen Herguem   ,Service,1.0,PI,2022-12-30,2023-01-20,1,5007044,Société Ghanmi,Kébili,1127227.0,100.0,8,1,100.0,7.000946061327213,Moyen,12,2022
22000781,HSCLN0015                ,Formation management          ,Service,12.0,PI,2022-12-30,2023-01-20,1,5007481,Société Bennour,Kébili,1050000.0,100.0,31,1,96.7741935483871,6.906886823581864,Moyen,12,2022
22000580,HSCLN0009                ,Entretien préventif GP100     ,Service,1.0,PI,2022-10-10,2022-10-20,1,5006018,Société Masmoudi,Monastir,1746708.0,100.0,91,1,96.7032967032967,6.9118413114539825,Moyen,10,2022
22000581,HSCLN0013                ,APYROSIS SACHET               ,Produit emballage,1.0,PI,2022-10-10,2022-10-20,1,5007344,Société Mousa,Mahdia,6495.0,100.0,34,1,100.0,7.004321101792285,Moyen,10,2022
22000581,HSCLN0013                ,BANDLUX                       ,Produit matière première,10.0,PI,2022-10-10,2022-10-20,1,5007344,Société Mousa,Ben Arous,3154.0,100.0,34,1,100.0,7.004647134440438,Moyen,10,2022
22000581,HSCLN0013                ,BANDAGE                       ,Produit matière première,10.0,PI,2022-10-10,2022-10-20,1,5007344,Société Mousa,Kairouan,1469.0,100.0,34,1,100.0,7.005373764236572,Moyen,10,2022
22000581,HSCLN0013                ,ALCOOL                        ,Produit matière première,2.0,PI,2022-10-10,2022-10-20,1,5007344,Société Mousa,Gafsa,1800.0,100.0,34,1,100.0,7.005123714188791,Moyen,10,2022
22000581,HSCLN0013                ,boite pahrmacie               ,Matériel,3.0,PI,2022-10-10,2022-10-20,1,5007344,Société Mousa,Tunis,26973.0,100.0,34,1,100.0,7.004087365492304,Moyen,10,2022
22000582,HSCLN0011                ,Intervention variateur 150kw  ,Service,1.0,PI,2022-10-10,2022-10-20,1,5007528,Société Bouziane,Gabès,500000.0,100.0,7,1,100.0,7.000830251172358,Moyen,10,2022
22000583,HSCLN0029                ,Reparation porte alum         ,Service,3.0,PI,2022-10-10,2022-10-15,1,5006167,Société Makhlouf,Mahares,112500.0,100.0,50,1,100.0,7.005919571765173,Moyen,10,2022
22000583,HSCLN0029                ,reparation pour porte mousse  ,Service,5.0,PI,2022-10-10,2022-10-15,1,5006167,Société Makhlouf,Tunis,59400.0,100.0,50,1,100.0,7.005935463612262,Moyen,10,2022
22000583,HSCLN0029                ,instalation ferme porte       ,Service,4.0,PI,2022-10-10,2022-10-15,1,5006167,Société Makhlouf,Kébili,121500.0,100.0,50,1,100.0,7.00591825491529,Moyen,10,2022
22000583,HSCLN0029                ,changement serrure            ,Service,1.0,PI,2022-10-10,2022-10-15,1,5006167,Société Makhlouf,Manouba,76500.0,100.0,50,1,100.0,7.0059279375945245,Moyen,10,2022
22000585,HSCLN0029                ,Carte banderoleuse  1430300123,Matériel,1.0,PI,2022-10-10,2022-10-20,1,5006018,Société Masmoudi,Ben Arous,3849307.0,100.0,91,1,96.7032967032967,6.911840686017474,Moyen,10,2022
22000586,HSCLN0029                ,reparation et retouche  avec  ,Service,1.0,PI,2022-10-10,2022-10-15,1,5006167,Société Makhlouf,Tunis,720000.0,100.0,50,1,100.0,7.00590457191934,Moyen,10,2022
22000588,HSCLN0009                ,Cartouche dia8x80             ,Fourniture de bureau,2.0,PI,2022-10-13,2022-10-20,1,5007427,Société Chaabane,Ariana,85000.0,100.0,27,1,100.0,7.003210497973478,Moyen,10,2022
22000588,HSCLN0011                ,Usinage+ main d&#039;oeuvre   ,Service,1.0,PI,2022-10-13,2022-10-20,1,5007427,Société Chaabane,Manouba,70000.0,100.0,27,1,100.0,7.003215539858941,Moyen,10,2022
22000589,HSCLN0011                ,inspection ligne de vie       ,Service,2.0,PI,2022-10-13,2022-10-16,1,5006744,Société Mekki,Monastir,350000.0,100.0,6,1,100.0,7.000713929566837,Moyen,10,2022
22000590,HSCLN0009                ,Element Accouplement          ,Matériel,1.0,PI,2022-10-13,2022-10-20,1,5006057,Société Hassine,Tozeur,640000.0,100.0,43,1,90.69767441860465,6.726008900518319,Moyen,10,2022
22002564,P9951006                 ,SERVOMOT 90459-4534           ,Matériel,1.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Gafsa,3329256.0,99.96903065964695,3229,1,99.84515329823475,7.375254291978797,Moyen,5,2022
22002564,P9914981                 ,Pressostat 90274-0056         ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Siliana,416489.0,99.96903065964695,3229,1,99.84515329823475,7.375258493280221,Moyen,5,2022
22002564,P9914942                 ,Filtre 90458-0921             ,Matériel,2.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Zaghouan,186942.0,99.96903065964695,3229,1,99.84515329823475,7.375264389692347,Moyen,5,2022
22002564,P9914418                 ,PHOTO CELLULE 90458-2620      ,Matériel,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Mahdia,679297.0,99.96903065964695,3229,1,99.84515329823475,7.375256635460099,Moyen,5,2022
22002564,P9912829                 ,SELENOID 90042-0248           ,Matériel,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Tunis,214960.0,99.96903065964695,3229,1,99.84515329823475,7.375262995257445,Moyen,5,2022
22002564,P9912713                 ,SAFETY RELAY JOKAB            ,Matériel,1.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Manouba,616898.0,99.96903065964695,3229,1,99.84515329823475,7.375256933265948,Moyen,5,2022
22002564,p9914180                 ,INDUCTIVE SWITCH90600-0473    ,Matériel,5.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Tataouine,118782.0,99.96903065964695,3229,1,99.84515329823475,7.375270528670389,Moyen,5,2022
22002564,P9915144                 , QUICK COUPLING 90459-1427    ,Matériel,2.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Nabeul,1540339.0,99.96903065964695,3229,1,99.84515329823475,7.375254989658794,Moyen,5,2022
22002564,P9915145                 , QUICK COUPLING 90459-1430    ,Matériel,2.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Mahares,770170.0,99.96903065964695,3229,1,99.84515329823475,7.375256288070058,Moyen,5,2022
22002564,P9954111                 ,TENSION SPRING 90458-2769     ,Matériel,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Medenine,52971.0,99.96903065964695,3229,1,99.84515329823475,7.375291447039673,Moyen,5,2022
22002564,P9954112                 ,ROD 3433754-0000              ,Matériel,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Sidi Bouzid,284990.0,99.96903065964695,3229,1,99.84515329823475,7.375260709009631,Moyen,5,2022
22002564,P9912958                 ,QUICKRELEAS COUPLING90163-0172,Matériel,1.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Gafsa,1114158.0,99.96903065964695,3229,1,99.84515329823475,7.375255486320085,Moyen,5,2022
22002564,P9912959                 ,QUICKRELEAS COUPLING90163-0141,Matériel,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Ariana,1114158.0,99.96903065964695,3229,1,99.84515329823475,7.375255486320085,Moyen,5,2022
22002564,P9912106                 ,FILTRE/900-05-BK90277-0045 RV ,Matériel,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Medenine,63109.0,99.96903065964695,3229,1,99.84515329823475,7.375285381942938,Moyen,5,2022
22002564,P9911180                 ,BOUCHON BOITIER PURGE         ,Matériel,6.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Sidi Bouzid,8536.0,99.96903065964695,3229,1,99.84515329823475,7.375487965579405,Moyen,5,2022
22002564,P9912099                 ,90240-0223                    ,Matériel,6.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Siliana,19447.0,99.96903065964695,3229,1,99.84515329823475,7.375356529582291,Moyen,5,2022
22002564,P9223203                 ,SERVICE KIT 6-9611926579      ,Service,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Medenine,176367.0,99.96903065964695,3229,1,99.84515329823475,7.375265031169768,Moyen,5,2022
22002564,P9913363                 ,RETAINING  RING315753-0124    ,Matériel,5.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Kébili,5569.0,99.96903065964695,3229,1,99.84515329823475,7.375612757671447,Moyen,5,2022
22002564,P9915146                 ,Filtre 90605-3265             ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Siliana,1811464.0,99.96903065964695,3229,1,99.84515329823475,7.375254795322901,Moyen,5,2022
22002564,P9915147                 ,Tablets for sanitizing        ,Produit nettoyage,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Kasserine,456120.0,99.96903065964695,3229,1,99.84515329823475,7.375258076045559,Moyen,5,2022
22002564,p9913091                 ,Bielle2601284-0000            ,Matériel,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Bizerte,4914300.0,99.96903065964695,3229,1,99.84515329823475,7.375254098219636,Moyen,5,2022
22002564,P9912713                 ,SAFETY RELAY JOKAB            ,Matériel,1.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Ben Arous,616898.0,99.96903065964695,3229,1,99.84515329823475,7.375256933265948,Moyen,5,2022
22002564,P9914942                 ,Filtre 90458-0921             ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Kébili,186942.0,99.96903065964695,3229,1,99.84515329823475,7.375264389692347,Moyen,5,2022
22002564,P9915149                 ,PIPE 2569038-0000             ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Sidi Bouzid,299430.0,99.96903065964695,3229,1,99.84515329823475,7.375260370579298,Moyen,5,2022
22002564,P9915150                 ,CONNECTION STR. 4 342752-0104 ,Matériel,2.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Bizerte,10392.0,99.96903065964695,3229,1,99.84515329823475,7.375446128461515,Moyen,5,2022
22002564,P9915151                 ,CONNECTION STR. 90030-0157    ,Matériel,2.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Mahdia,12249.0,99.96903065964695,3229,1,99.84515329823475,7.37541695655028,Moyen,5,2022
22002564,P9915148                 ,Accouplement 2867533-0000     ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Jendouba,1874340.0,99.96903065964695,3229,1,99.84515329823475,7.375254758285854,Moyen,5,2022
22002564,P9693244                 ,te de raccord 76  6-4722584801,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Béja,3012620.0,99.96903065964695,3229,1,99.84515329823475,7.3752543551179075,Moyen,5,2022
22002564,P9693120                 ,Joint a levre 6-3144600882    ,Matériel,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Kasserine,496969.0,99.96903065964695,3229,1,99.84515329823475,7.375257715631948,Moyen,5,2022
22002564,P9693458                 ,JEU DE P.R LKH -25/-35/-45-   ,Matériel,1.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Manouba,1319655.0,99.96903065964695,3229,1,99.84515329823475,7.375255206790634,Moyen,5,2022
22002564,P9912743                 ,INDUCTEUR 1110930-0000        ,Matériel,1.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Kairouan,1420900.0,99.96903065964695,3229,1,99.84515329823475,7.375255098801757,Moyen,5,2022
22002564,P9693633                 ,Piston	6-4722991704           ,Matériel,3.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Béja,4500730.0,99.96903065964695,3229,1,99.84515329823475,7.375254135616417,Moyen,5,2022
22002564,P9693677                 ,Positionneur type 8792 /      ,Matériel,2.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Kasserine,3708369.0,99.96903065964695,3229,1,99.84515329823475,7.375254230564669,Moyen,5,2022
22002564,P9693673                 ,Vanne rég. 90503-5675         ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Tozeur,8318440.0,99.96903065964695,3229,1,99.84515329823475,7.375253931673825,Moyen,5,2022
22002564,P9693366                 ,SONDE PT1006-3180152491       ,Matériel,4.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Sidi Bouzid,371500.0,99.96903065964695,3229,1,99.84515329823475,7.375259074809747,Moyen,5,2022
22002564,P9915122                 ,Safety sensor 90606-7652      ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Kairouan,1443973.0,99.96903065964695,3229,1,99.84515329823475,7.375255076310649,Moyen,5,2022
22002564,P9915000                 ,Nozzle 2528337-0000           ,Matériel,2.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Nabeul,173819.0,99.96903065964695,3229,1,99.84515329823475,7.375265197399951,Moyen,5,2022
22002564,P9914420                 ,REFLECTEUR E39-R190232-0333   ,Matériel,4.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Béja,64956.0,99.96903065964695,3229,1,99.84515329823475,7.3752844808434315,Moyen,5,2022
22002564,P9914585                 ,CELLULE 90459-7275            ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Jendouba,215297.0,99.96903065964695,3229,1,99.84515329823475,7.37526298069413,Moyen,5,2022
22002564,P9912556                 ,COMMUTATEUR90459-6858         ,Matériel,1.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Béja,874847.0,99.96903065964695,3229,1,99.84515329823475,7.3752559773555735,Moyen,5,2022
22002564,P9912357                 , RESSORT   2547589-0000       ,Matériel,4.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Medenine,62399.0,99.96903065964695,3229,1,99.84515329823475,7.375285742526209,Moyen,5,2022
22002564,P9915100                 , Joint 342850-0107            ,Matériel,8.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Manouba,4086.0,99.96903065964695,3229,1,99.84515329823475,7.375743047740365,Moyen,5,2022
22002564,P9912104                 ,90274-0042                    ,Matériel,1.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Tozeur,743998.0,99.96903065964695,3229,1,99.84515329823475,7.375256379419815,Moyen,5,2022
22002564,P9911163                 ,COURROIE T10 - 1348537-0000   ,Matériel,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Nabeul,213923.0,99.96903065964695,3229,1,99.84515329823475,7.3752630403587975,Moyen,5,2022
22002564,P9954023                 ,Roll  2776254-0000            ,Matériel,6.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Gafsa,39540.0,99.96903065964695,3229,1,99.84515329823475,7.375304271654365,Moyen,5,2022
22002564,P9913843                 ,RESSORT  1497118-0000         ,Matériel,1.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Mahdia,96569.0,99.96903065964695,3229,1,99.84515329823475,7.375274401609696,Moyen,5,2022
22002564,P9912135                 ,90457-0047                    ,Matériel,4.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Ben Arous,257985.0,99.96903065964695,3229,1,99.84515329823475,7.375261443602813,Moyen,5,2022
22002564,P9913475                 ,REDUCTEUR90056-0131           ,Matériel,1.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Gabès,909372.0,99.96903065964695,3229,1,99.84515329823475,7.375255890561709,Moyen,5,2022
22002564,P9912192                 ,SWITCH DE PROXIMITE90459-2392 ,Matériel,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Manouba,280180.0,99.96903065964695,3229,1,99.84515329823475,7.375260829486937,Moyen,5,2022
22002564,P9914585                 ,CELLULE 90459-7275            ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Sfax,215297.0,99.96903065964695,3229,1,99.84515329823475,7.37526298069413,Moyen,5,2022
22002564,P9914352                 ,CONNECTEUR 90459-4705         ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Gabès,497260.0,99.96903065964695,3229,1,99.84515329823475,7.375257713276852,Moyen,5,2022
22002564,P9693457                 ,KIT DE SERVICE6-9611920419    ,Service,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Béja,123460.0,99.96903065964695,3229,1,99.84515329823475,7.375269890691757,Moyen,5,2022
22002564,P9693258                 ,Clavette 6-22361032           ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Nabeul,17710.0,99.96903065964695,3229,1,99.84515329823475,7.375366615415578,Moyen,5,2022
22002564,P9693451                 ,KIT DE SERVICE6-9611923028    ,Service,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Kairouan,48376.0,99.96903065964695,3229,1,99.84515329823475,7.37529503320418,Moyen,5,2022
22002564,P9693675                 ,Outil pour joint 6-9613426001 ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Sidi Bouzid,2296810.0,99.96903065964695,3229,1,99.84515329823475,7.375254562016721,Moyen,5,2022
22002564,P9693676                 ,Outil axial  6-9613050501     ,Matériel,1.0,PC,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Kébili,870850.0,99.96903065964695,3229,1,99.84515329823475,7.375255987848284,Moyen,5,2022
22002564,P9914626                 ,BAGUE CUIVRE 2656394-0000     ,Matériel,2.0,PI,2022-05-04,2022-05-11,1,5005839,Société Belhadj,Medenine,369378.0,99.96903065964695,3229,1,99.84515329823475,7.375259105737131,Moyen,5,2022
22002577,P9559002                 ,GARNITURE MECANIQUEBURGMAN    ,Matériel,2.0,PI,2022-05-06,2022-05-11,1,5006840,Société Hasnaoui,Béja,648616.0,100.0,24,1,100.0,7.002835944673583,Moyen,5,2022
22002578,P9362063                 ,garneture 125238BJ17          ,Matériel,2.0,PI,2022-05-06,2022-05-11,1,5006840,Société Hasnaoui,Tozeur,648616.0,100.0,24,1,100.0,7.002835944673583,Moyen,5,2022
22002579,P9511124                 ,kit filtre rolair80 6219070100,Service,1.0,PI,2022-05-06,2022-05-11,1,5006057,Société Hassine,Ariana,864500.0,100.0,43,1,90.69767441860465,6.726008088996523,Moyen,5,2022
22002580,P4371023                 ,PALIER  YAR 205               ,Matériel,2.0,PI,2022-05-06,2022-05-11,1,5005860,Société Taieb,Gafsa,35154.0,100.0,37,1,100.0,7.004424218579288,Moyen,5,2022
22002581,P9559002                 ,GARNITURE MECANIQUEBURGMAN    ,Matériel,2.0,PI,2022-05-06,2022-05-11,1,5007427,Société Chaabane,Mahares,361700.0,100.0,27,1,100.0,7.00319249826753,Moyen,5,2022
22000423,HSCLN0009                ,Travaux de curage regards STEP,Service,1.0,PI,2022-07-18,2022-07-26,1,5006848,Société Triki,Gafsa,1800000.0,100.0,11,1,72.72727272727273,6.183117687640668,Moyen,7,2022
22000424,HSCLN0009                ,Changement moteur rideau fer  ,Service,1.0,PI,2022-07-18,2022-07-26,1,5006167,Société Makhlouf,Tozeur,684000.0,100.0,50,1,100.0,7.005904718117753,Moyen,7,2022
22000424,HSCLN0009                ,Démontage et install panneau  ,Service,1.0,PI,2022-07-18,2022-07-26,1,5006167,Société Makhlouf,Kairouan,1242000.0,100.0,50,1,100.0,7.005903404450081,Moyen,7,2022
22000425,HSCLN0012                ,Analyse eau usée 03           ,Service,1.0,PI,2022-07-18,2022-07-30,1,5006211,Société Bel,Manouba,244800.0,100.0,26,1,96.15384615384616,6.88769248747227,Moyen,7,2022
22000425,HSCLN0012                ,Analyse eau usée STEP 5       ,Service,1.0,PI,2022-07-18,2022-07-30,1,5006211,Société Bel,Kairouan,244800.0,100.0,26,1,96.15384615384616,6.88769248747227,Moyen,7,2022
22000425,HSCLN0012                ,Analyse eau usée STEP 06      ,Service,1.0,PI,2022-07-18,2022-07-30,1,5006211,Société Bel,Ben Arous,244800.0,100.0,26,1,96.15384615384616,6.88769248747227,Moyen,7,2022
22000426,HSCLN0009                ,6 Metre cube  sable de carrier,Produit matière première,1.0,PI,2022-07-19,2022-07-28,1,5005810,Société Chatti,Manouba,290000.0,100.0,2,1,100.0,7.00024296829376,Moyen,7,2022
22000427,HSCLN0029                ,TU-BK140-5                    ,Matériel,4.0,PI,2022-07-21,2022-12-27,1,5006018,Société Masmoudi,Bizerte,250000.0,100.0,91,0,96.7032967032967,6.911848166411566,Moyen,7,2022
22000428,HSCLN0025                ,Fact N° 22001410              ,Service,1.0,PI,2022-07-27,2022-08-10,1,5005807,Société Hamida,Zaghouan,740000.0,100.0,44,1,100.0,7.005196281547019,Moyen,7,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,3.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Manouba,650.0,100.0,50,1,100.0,7.008973990766004,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,10.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Jendouba,1700.0,100.0,50,1,100.0,7.007077573098977,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,3.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Ariana,650.0,100.0,50,1,100.0,7.008973990766004,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,7.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Mahdia,3000.0,100.0,50,1,100.0,7.006568238663913,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,1.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Kairouan,9000.0,100.0,50,1,100.0,7.0061239916790266,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,12.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Sidi Bouzid,10500.0,100.0,50,1,100.0,7.006092252197034,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,5.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Jendouba,32500.0,100.0,50,1,100.0,7.005963330713525,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,11.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Tozeur,12500.0,100.0,50,1,100.0,7.006061781346443,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,3.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Jendouba,35000.0,100.0,50,1,100.0,7.005958935369955,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,8.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Zaghouan,35000.0,100.0,50,1,100.0,7.005958935369955,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,2.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Siliana,25000.0,100.0,50,1,100.0,7.005981790945547,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,4.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Kébili,20000.0,100.0,50,1,100.0,7.006001789145669,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,2.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Kasserine,85000.0,100.0,50,1,100.0,7.005925323280371,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,2.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Ben Arous,35000.0,100.0,50,1,100.0,7.005958935369955,Moyen,9,2022
22000559,HSCLN0029                ,Equipements                   ,Matériel,1.0,PI,2022-09-29,2022-10-05,1,5006934,Société Boussetta,Sfax,8500.0,100.0,50,1,100.0,7.006137060584662,Moyen,9,2022
